Critic Ratings for years 2000 to 2009 processed,,,,,
,,,,,
Film ID,Film Title,Year (NA),Metacritic,Rotten Tomatoes/4,VideoHound Score (0-4)
2811,Rendition,2007,2.2,2.2,1.5
2812,Reno 911!: Miami,2007,1.9,2,2
838,Rent,2005,2.1,2.3,2
2674,Reprise,2008,3.2,3,2
2675,Rescue Dawn,2006,3.1,3,3
2813,Reservation Road,2007,1.8,2.1,2
294,Resident Evil,2002,1.3,1.8,2
651,Resident Evil: Apocalypse,2004,1.4,1.6,1
2814,Resident Evil: Extinction,2007,1.6,1.7,1.5
2815,Resurrecting the Champ,2007,2.2,2.4,2
2506,Return to Me,2000,2.2,2.4,2.5
295,Return to Never Land,2002,2,2.2,2.5
3004,Revolutionary Road,2008,2.8,2.6,2.5
935,Riding Giants,2004,3.2,3,2
106,Riding in Cars with Boys,2001,1.7,2.1,2
3005,Righteous Kill,2008,1.4,1.6,2
943,Rize,2005,3,2.8,3
296,Road to Perdition,2002,2.9,3,4
2507,Road Trip,2000,2.2,2.4,2.5
839,Robots,2005,2.6,2.6,2.5
944,Rock School,2005,2.7,2.8,3
107,Rock Star,2001,2.2,2.2,2
2816,Rocket Science,2007,2.9,2.8,3
3006,RocknRolla,2008,2.1,2.4,2.5
1085,Rocky Balboa,2006,2.5,2.6,2.5
3007,Role Models,2008,2.4,2.6,3
840,Roll Bounce,2005,2.4,2.4,3
297,Rollerball,2002,0.6,1,1
2508,Romeo Must Die,2000,2.1,2,2.5
492,Rugrats Go Wild,2003,1.5,2,2
2509,Rugrats in Paris,2000,2.5,2.5,3
2510,Rules of Engagement,2000,1.8,2,2.5
842,Rumor Has It ,2005,1.4,1.8,1
2817,Run Fatboy Run,2007,1.9,2.2,2.5
493,Runaway Jury,2003,2.4,2.6,3
1089,Runaway Vacation,2006,1.3,1.7,2
1087,Running Scared,2006,1.6,1.8,2.5
1088,Running with Scissors,2006,2.1,2,2
108,Rush Hour 2,2001,1.9,2.2,2
2818,Rush Hour 3,2007,1.8,1.7,1.5
494,S.W.A.T.,2003,1.8,2.2,2.5
298,S1m0ne,2002,2,2.3,2
843,Sahara,2005,1.6,2.1,2.5
109,Save the Last Dance,2001,2.1,2.2,2.5
2511,Saving Grace,2000,2.5,2.4,2.5
111,Say it isn't So,2001,0.8,1.2,1.5
2512,Scary Movie,2000,1.9,2.2,1.5
1092,School for Scoundrels,2006,1.8,1.8,1
654,Scooby Doo 2: Monsters Unleashed,2004,1.4,1.7,2
299,Scooby-Doo,2002,1.4,1.8,2
1093,Scoop,2006,1.9,2.2,2
2513,Scream 3,2000,2.2,2.1,2.5
2514,Screwed,2000,0.3,1.4,0
496,Seabiscuit,2003,2.9,2.8,3.5
497,Secondhand Lions,2003,2.1,2.4,2
655,Secret Window,2004,1.8,2.2,2.5
300,Secretary,2002,2.5,2.7,3
1094,See No Evil,2006,0.7,1,1
113,See Spot Run,2001,1,1.5,0
656,Seed of Chucky,2004,1.8,1.8,1.5
3009,Semi-Pro,2008,1.9,1.8,2
2654,Separate Lies,2005,2.8,2.7,2.5
2676,September Dawn,2007,1,1.4,0
114,Serendipity,2001,2.1,2.3,2.5
845,Serenity,2005,3,2.8,3
115,Series 7: The Contenders,2001,2.2,2.6,2.5
301,Serving Sara,2002,0.7,1.2,1
116,Session 9,2001,2.3,2.5,2
3010,Seven Pounds,2008,1.4,1.8,2.5
3011,Sex and the City,2008,2.1,2.2,2.5
3012,Sex Drive,2008,2,2.1,2
117,Sexy Beast,2001,3.2,2.9,3.5
2578,Shadow of the Vampire,2000,2.8,2.8,3
2515,Shaft,2000,2,2.4,3
657,Shall We Dance,2004,1.9,2.2,2
118,Shallow Hal,2001,1.9,2.2,2
498,Shanghai Knights,2003,2.3,2.4,2.5
2516,Shanghai Noon,2000,3.1,2.6,2.5
658,Shark Tale,2004,1.9,2.1,2.5
499,Shattered Glass,2003,2.9,3.1,3
659,Shaun of the Dead,2004,3,3.1,3
660,She Hate Me,2004,1.1,1.6,1.5
1095,She's the Man,2006,1.8,2,2.5
3211,Sherlock Holmes,2009,2.3,2.5,2
3013,Shine a Light,2008,3,2.9,2.5
2820,Shoot 'Em Up,2007,2,2.4,2.5
2821,Shooter,2007,2.1,2.2,2.5
846,Shopgirl,2005,2.5,2.5,3
3212,Shorts,2009,2.1,2.1,2
302,Showtime,2002,1.3,1.9,2
119,Shrek,2001,3.4,3.1,3.5
661,Shrek 2,2004,3,3,3
2822,Shrek the Third,2007,2.3,2.2,2
3014,Shutter,2008,1.5,1.4,1.5
2823,Sicko,2007,3,3.1,2.5
120,Sidewalks of New York,2001,2,2.2,2
662,Sideways,2004,3.8,3.4,3.5
303,Signs,2002,2.4,2.7,3
1096,Silent Hill,2006,1.2,1.8,1
2625,Silver City,2004,1.9,2.2,2
847,Sin City,2005,3,3,2
500,Sinbad: Legend of the Seven Seas,2003,1.9,2.2,2
304,Skins,2002,2.3,2.4,2.5
663,Sky Captain and the World of Tomorrow,2004,2.6,2.7,2.5
848,Sky High,2005,2.5,2.6,3
305,Slackers,2002,0.5,1.2,1.5
664,Sleepover,2004,1.3,1.5,1.5
2824,Sleuth,2007,2,2,1
1098,Slither,2006,2.8,2.8,3
3015,Slumdog Millionaire,2008,3.4,3.3,3.5
2517,Small Time Crooks,2000,2.8,2.6,2.5
3016,Smart People,2008,2.3,2.3,2
2825,Smokin' Aces,2007,1.8,1.8,2
1099,Snakes on a Plane,2006,2.3,2.5,2
2579,Snatch.,2000,2.2,2.6,3
2518,Snow Day,2000,1.4,1.7,1.5
306,Snow Dogs,2002,1.2,1.6,2
307,Solaris,2002,2.6,2.6,2.5
121,Someone Like You,2001,1.3,2,2.5
2626,Somersault,2006,2.9,2.8,2
1100,Something New,2006,2.6,2.4,2.5
501,Something's Gotta Give,2003,2.6,2.6,3
3017,Son of Rambow,2008,2.6,2.7,2.5
849,Son of the Mask,2005,0.8,1.1,1
308,Sorority Boys,2002,1,1.3,1
3213,Sorority Row,2009,1,1.6,1
3018,Soul Men,2008,2,2,2.5
665,Soul Plane,2004,1.3,1.4,1
122,Soul Survivors,2001,0.8,1,0
3019,Space Chimps,2008,1.4,1.8,1.5
2519,Space Cowboys,2000,2.9,2.7,3
666,Spanglish,2004,1.9,2.4,1.5
667,Spartan,2004,2.4,2.6,3
3020,Speed Racer,2008,1.5,2,2.5
2604,Spellbound,2003,3.2,3.3,3
309,Spider,2002,3.3,3,4
310,Spider-Man,2002,2.9,3,3
668,Spider-Man 2,2004,3.3,3.3,3.5
2826,Spider-Man 3,2007,2.4,2.5,2.5
311,Spirit: Stallion of the Cimarron,2002,2.1,2.6,2
950,Spirited Away,2002,3.8,3.4,2.5
123,Spy Game,2001,2.5,2.5,2.5
124,Spy Kids,2001,2.8,2.9,3
312,Spy Kids 2: Island of Lost Dreams,2002,2.6,2.6,3
502,Spy Kids 3-D: Game Over,2003,2.3,2.2,2
669,Stage Beauty,2004,2.6,2.6,2.5
3214,Star Trek,2009,3.3,3.2,3
313,Star Trek: Nemesis,2002,2,2.1,2
314,Star Wars: Episode II - Attack of the Clones,2002,2.1,2.6,3
850,Star Wars: Episode III - Revenge of the Sith,2005,2.7,2.9,3
3021,Star Wars: The Clone Wars,2008,1.4,1.7,1.5
2827,Stardust,2007,2.6,2.7,3
670,Starsky & Hutch,2004,2.2,2.4,2.5
2520,State and Main,2000,3,2.9,3
3215,State of Play,2009,2.6,2.8,3
851,State Property: Blood on the Streets,2005,1.3,1.4,0
671,Stateside,2004,1.4,1.7,2
852,Stay,2005,1.6,1.8,1.5
1101,Stay Alive,2006,1,1.2,1
315,Stealing Harvard,2002,1,1.3,1
853,Stealth,2005,1.4,1.5,1.5
2655,Steamboy,2005,2.6,2.4,2
3022,Step Brothers,2008,2,2.2,2
927,Step Into Liquid,2003,2.9,2.8,3
1102,Step Up,2006,1.9,1.8,2.5
3023,Step Up 2: The Streets,2008,2,2,1
1103,Stick It,2006,2.1,2,2
2829,Stomp the Yard,2007,1.8,1.8,2.5
3024,Stop-Loss,2008,2.4,2.5,3.5
125,Storytelling,2001,2,2.2,3
3025,Strange Wilderness,2008,0.5,0.9,1
1104,Stranger than Fiction,2006,2.7,2.7,2.5
2679,Strangers with Candy,2006,2.3,2.3,2
3026,Street Kings,2008,2.2,2,2
316,Stuart Little 2,2002,2.6,2.8,3
503,Stuck on You,2003,2.5,2.4,2.5
126,Sugar & Spice,2001,1.9,1.8,3
127,Summer Catch,2001,0.8,1.2,1.5
2830,Sunshine,2007,2.6,2.7,2.5
3217,Sunshine Cleaning,2009,2.4,2.5,3.5
317,Sunshine State,2002,2.8,2.8,3
936,Super Size Me,2004,2.9,3.1,3
318,Super Troopers,2002,1.9,2,2.5
672,Superbabies: Baby Geniuses 2,2004,0.4,0.9,0
2831,Superbad,2007,3,3,3.5
854,Supercross,2005,1,1.1,1.5
3027,Superhero Movie,2008,1.3,1.4,1
1105,Superman Returns,2006,2.9,2.8,2.5
2521,Supernova,2000,0.8,1.3,1.5
2832,Surf's Up,2007,2.6,2.6,2.5
3218,Surrogates,2009,1.8,2.2,2
673,Surviving Christmas,2004,0.8,1.2,1
674,Suspect Zero,2004,1.5,1.8,1.5
319,Sweet Home Alabama,2002,1.8,2.1,2.5
128,Sweet November,2001,1.1,1.4,1.5
320,Swept Away,2002,0.7,1.1,1
321,Swimfan,2002,1.2,1.6,1.5
951,Swimming Pool,2003,2.8,2.8,3
3028,Swing Vote,2008,1.9,2,2.5
787,Switchblade Romance,2005,1.7,2.1,0
129,Swordfish,2001,1.3,1.7,2
2834,Sydney White,2007,1.8,2,2
504,Sylvia,2003,2.2,2.1,2.5
3029,Synecdoche New York,2008,2.7,2.7,3
855,Syriana,2005,3,2.8,3.5
2590,Tadpole,2002,2.8,2.7,2.5
1106,Take the Lead,2006,2.2,2.2,2.5
3219,Taken,2009,2,2.3,2.5
2835,Talk to Me,2007,2.8,2.8,2.5
1107,Talladega Nights: The Ballad of Ricky Bobby,2006,2.6,2.6,2
130,Tape,2001,2.8,2.7,3
676,Taxi,2004,1.1,1.4,1.5
677,Teacher's Pet,2004,3,2.6,3
678,Team America: World Police,2004,2.6,2.8,3
505,Tears of the Sun,2003,1.9,2,2.5
506,Terminator 3: Rise of the Machines,2003,2.6,2.6,3
3221,Terminator Salvation,2009,2.1,2,2
131,Texas Rangers,2001,1.2,1.3,2
132,The Animal,2001,1.7,1.7,2.5
133,The Anniversary Party,2001,2.2,2.3,3
1110,The Ant Bully,2006,2.4,2.5,2.5
945,The Aristocrats,2005,2.9,2.8,3
2524,The Art of War,2000,1.2,1.6,1.5
2837,The Assassination of Jesse James by the Coward Robert Ford,2007,2.7,2.8,3
680,The Assassination of Richard Nixon,2004,2.5,2.7,2.5
2838,The Astronaut Farmer,2007,2.2,2.4,2.5
681,The Aviator,2004,3.1,3.1,3.5
3109,The Bad Lieutenant: Port of Call - New Orleans,2009,2.8,2.9,2
2839,The Band's Visit,2007,3.2,3.2,3
324,The Banger Sisters,2002,1.9,2.1,2
3031,The Bank Job,2008,2.8,2.7,3
952,The Barbarian Invasions,2003,2.8,2.9,3
2605,The Battle of Shaker Heights,2003,1.3,2,1.5
2656,The Baxter,2005,2,2,2
2525,The Beach,2000,1.7,1.8,2
1111,The Benchwarmers,2006,1,1.2,1
2657,The Best of Youth,2005,3.6,3.4,4
682,The Big Bounce,2004,1.7,1.6,2
2526,The Big Kahuna,2000,2.2,2.6,2.5
1112,The Black Dahlia,2006,2,1.9,2
3222,The Blind Side,2009,2.1,2.4,2
2606,The Blind Swordsman: Zatoichi,2004,3,2.9,3.5
325,The Bourne Identity,2002,2.7,2.8,3.5
683,The Bourne Supremacy,2004,2.9,2.9,3
2712,The Bourne Ultimatum,2007,3.4,3.2,3.5
3224,The Box,2009,1.9,2,2.5
3032,The Boy in the Striped Pyjamas,2008,2.2,2.5,3
986,The Boynton Beach Bereavement Club,2006,2.4,2.4,2.5
3225,The Boys Are Back,2009,2.3,2.5,2.5
2658,The Boys from County Clare,2005,2.4,2.4,2.5
2840,The Brave One,2007,2.2,2.2,1.5
2583,The Bread My Sweet,2003,2.2,2.3,2.5
1113,The Break-Up,2006,1.8,2,2
134,The Brothers,2001,2,2.3,3
3226,The Brothers Bloom,2009,2.2,2.4,2
859,The Brothers Grimm,2005,2,2,1.5
2841,The Brothers Solomon,2007,1.3,1.3,1.5
2842,The Bucket List,2007,1.7,2,1.5
2592,The Butterfly,2003,2.6,2.6,3
684,The Butterfly Effect,2004,1.2,1.9,1.5
2593,The Cat's Meow,2002,2.5,2.6,2.5
860,The Cave,2005,1.2,1.4,1
135,The Caveman's Valentine,2001,1.8,2.1,1.5
2527,The Cell,2000,1.6,2.1,2.5
685,The Chorus,2004,2.2,2.6,2
3033,The Chronicles of Narnia: Prince Caspian,2008,2.5,2.5,2
861,The Chronicles of Narnia: The Lion the Witch and the Wardrobe,2005,3,2.8,2.5
686,The Chronicles of Riddick,2004,1.5,1.8,2
2628,The Clearing,2004,2.4,2.2,3
2528,The Closer You Get,2000,1.8,2.2,2
2580,The Closet,2001,2.9,2.8,2.5
3227,The Collector,2009,1.2,1.7,1
508,The Company,2003,2.9,2.6,3
2843,The Condemned,2007,0.9,1.4,1
862,The Constant Gardener,2005,3.3,3,3
2529,The Contender,2000,2.4,2.7,2.5
687,The Cookout,2004,0.6,1.1,1
509,The Cooler,2003,2.8,2.7,3
510,The Core,2003,1.9,2.1,2.5
326,The Count of Monte Cristo,2002,2.4,2.7,2.5
2844,The Counterfeiters,2008,3.1,3.1,3.5
327,The Country Bears,2002,1.5,1.8,2
1114,The Covenant,2006,0.8,1.1,1
2530,The Crew,2000,1.5,1.5,2
328,The Crocodile Hunter: Collision Course,2002,2,2.1,2.5
2381,The Cup,2000,2.8,2.8,2.5
3034,The Curious Case of Benjamin Button,2008,2.8,2.8,3.5
136,The Curse of the Jade Scorpion,2001,2.1,2.1,2.5
1115,The Da Vinci Code,2006,1.8,1.9,3
3228,The Damned United,2009,3.2,3,2.5
511,The Dancer Upstairs,2003,2.6,2.6,2.5
329,The Dangerous Lives of Altar Boys,2002,2.8,2.6,3
2845,The Darjeeling Limited,2007,2.7,2.6,3
3035,The Dark Knight,2008,3.3,3.4,4
688,The Day After Tomorrow,2004,1.9,2.1,2.5
3036,The Day the Earth Stood Still,2008,1.6,1.7,1
948,The Deep End,2001,3.1,2.8,3
1116,The Departed,2006,3.4,3.3,3.5
1117,The Descent,2006,2.8,2.9,2.5
1118,The Devil Wears Prada,2006,2.5,2.7,2.5
137,The Devil's Backbone,2001,3.1,3,2
863,The Devil's Rejects,2005,2.1,2.2,0
138,The Dish,2001,3,3,3
2846,The Diving Bell and the Butterfly,2007,3.7,3.3,3.5
689,The Door in the Floor,2004,2.7,2.6,3.5
2629,The Dreamers,2004,2.5,2.5,2
3037,The Duchess,2008,2.5,2.5,3
864,The Dukes of Hazzard,2005,1.3,1.4,2.5
330,The Emperor's Club,2002,2,2.3,2
331,The Emperor's New Clothes,2002,2.4,2.6,2.5
2531,The Emperor's New Groove,2000,2.8,2.8,3
865,The Exorcism of Emily Rose,2005,1.8,2.2,3
3038,The Express,2008,2.3,2.5,2.5
3039,The Eye,2008,1.4,1.7,1.5
2532,The Family Man,2000,1.7,2.2,2
866,The Family Stone,2005,2.2,2.4,2
3068,The Family That Preys,2008,2,2.3,1
139,The Fast and the Furious,2001,2.3,2.2,2.5
1119,The Fast and the Furious: Tokyo Drift,2006,1.8,1.9,2.5
512,The Fighting Temptations,2003,2.1,2.2,2
690,The Final Cut,2004,1.7,2.1,1.5
3229,The Final Destination,2009,1.2,1.7,1
2848,The Final Season,2007,1.7,1.8,2
2533,The Flintstones in Viva Rock Vegas,2000,1.1,1.6,2
867,The Fog,2005,1.1,1.1,1.5
928,The Fog of War,2003,3.5,3.4,3.5
2940,The Forbidden Kingdom,2008,2.3,2.4,2.5
691,The Forgotten,2004,1.7,2,2
1120,The Fountain,2006,2,2.4,2
332,The Four Feathers,2002,2,2.2,2
3230,The Fourth Kind,2009,1.4,1.6,1
868,The Game of their Lives,2005,1.9,1.8,1
2849,The Game Plan,2007,1.8,1.8,1.5
141,The Gift,2001,2.5,2.3,2
692,The Girl Next Door,2004,1.9,2.2,2
3231,The Girl Who Played with Fire,2009,2.6,2.5,2
142,The Glass House,2001,1.4,1.7,1.5
143,The Golden Bowl,2001,2.5,2.2,2.5
2850,The Golden Compass,2007,2,2.2,2
1121,The Good German,2006,2,2,2.5
333,The Good Girl,2002,2.8,2.8,3
1122,The Good Shepherd,2006,2.4,2.4,2
513,The Good Thief,2003,2.7,2.7,3
3232,The Goods: Live Hard Sell Hard,2009,1.6,1.6,1.5
869,The Gospel,2005,1.8,2,3
2851,The Great Debaters,2007,2.6,2.8,3
870,The Great Raid,2005,1.9,2.1,2
871,The Greatest Game Ever Played,2005,2.2,2.5,2.5
334,The Grey Zone,2002,2.3,2.8,2
693,The Grudge,2004,2,2,1.5
1123,The Grudge 2,2006,1.3,1.4,1.5
1124,The Guardian,2006,2.1,2.1,2.5
514,The Guru,2003,1.9,2.3,2.5
515,The Guys,2003,2.4,2.6,3.5
3233,The Hangover,2009,2.9,2.7,2
3040,The Happening,2008,1.4,1.6,1.5
516,The Hard Word,2003,2,2.2,2.5
517,The Haunted Mansion,2003,1.4,1.7,1.5
3234,The Haunting in Connecticut,2009,1.3,1.7,1
3041,The Haunting of Molly Hartley,2008,1.1,1.1,1
2668,The Heart of the Game,2006,3,3,2.5
2852,The Heartbreak Kid,2007,1.8,1.8,1.5
1125,The Hills Have Eyes,2006,2.1,2.1,1.5
2681,The History Boys,2006,3,2.6,2.5
2853,The Hitcher,2007,1.1,1.5,1.5
872,The Hitchhiker's Guide to the Galaxy,2005,2.5,2.4,3
2854,The Hoax,2007,2.8,2.9,2
1126,The Holiday,2006,2.1,2.2,2.5
873,The Honeymooners,2005,1.2,1.4,2
2855,The Host,2007,3.4,3.1,3
335,The Hot Chick,2002,1.2,1.5,2
336,The Hours,2002,3.2,3,3.5
3042,The House Bunny,2008,2.2,2,1
518,The Human Stain,2003,2.3,2.2,2
519,The Hunted,2003,1.6,1.9,2
3235,The Hurt Locker,2009,3.8,3.4,3
874,The Ice Harvest,2005,2.5,2.2,2.5
1127,The Illusionist,2006,2.7,2.8,2.5
3236,The Imaginarium of Doctor Parnassus,2009,2.6,2.4,2
337,The Importance of Being Earnest,2002,2.4,2.4,2
2534,The In Crowd,2000,0.6,1.1,2
520,The In-Laws,2003,1.8,2,1.5
3043,The Incredible Hulk,2008,2.4,2.4,2.5
694,The Incredibles,2004,3.6,3.3,3.5
3237,The Informant!,2009,2.6,2.7,2
3238,The Informers,2009,0.8,1.4,1
3239,The International,2009,2.1,2.3,2
875,The Interpreter,2005,2.5,2.4,3.5
2771,The Invasion,2007,1.8,1.8,1.5
3240,The Invention of Lying,2009,2.3,2.4,2.5
2856,The Invisible,2007,1.4,1.7,1.5
144,The Invisible Circus,2001,1.6,1.6,1.5
876,The Island,2005,2,2.2,2.5
521,The Italian Job,2003,2.7,2.6,3
877,The Jacket,2005,1.8,2.2,2.5
2857,The Jane Austen Book Club,2007,2.4,2.4,3
522,The Jungle Book 2,2003,1.5,1.8,2
924,The Kid Stays in the Picture,2002,3,3.1,3
2859,The Kingdom,2007,2.2,2.3,2
2860,The Kite Runner,2007,2.4,2.6,3.5
2536,The Ladies Man,2000,0.9,1.3,1.5
695,The Ladykillers,2004,2.2,2.4,2.5
1128,The Lake House,2006,2.1,2,2.5
145,The Last Castle,2001,1.7,2.2,2.5
3242,The Last House on the Left,2009,1.7,2,1
1129,The Last King of Scotland,2006,3,2.9,3
1130,The Last Kiss,2006,2.3,2.3,1.5
2861,The Last Mimzy,2007,2.4,2.3,2
523,The Last Samurai,2003,2.2,2.6,3.5
696,The Last Shot,2004,1.9,2.4,2
3243,The Last Station,2009,3,2.6,2.5
524,The League of Extraordinary Gentlemen,2003,1.2,1.6,2
2537,The Legend of Bagger Vance,2000,1.9,2.1,2.5
1577,The Legend of Drunken Master,2000,3,2.8,3
878,The Legend of Zorro,2005,1.9,1.9,2.5
1131,The Libertine,2005,1.8,1.9,1.5
697,The Life Aquatic with Steve Zissou,2004,2.5,2.4,2
525,The Life of David Gale,2003,1.2,1.7,1
2538,The Little Vampire,2000,1.8,2.2,2
526,The Lizzie McGuire Movie,2003,2.2,2.2,2.5
879,The Longest Yard,2005,1.9,1.9,2
3044,The Longshots,2008,2.1,2.1,2.5
2862,The Lookout,2007,2.9,2.9,3
146,The Lord of the Rings: The Fellowship of the Ring,2001,3.7,3.2,3.5
527,The Lord of the Rings: The Return of the King,2003,3.8,3.4,4
338,The Lord of the Rings: The Two Towers,2002,3.5,3.4,4
3045,The Love Guru,2008,1,1.3,1
3244,The Lovely Bones,2009,1.7,2,2
3046,The Lucky Ones,2008,2.1,2,2
2600,The Magdalene Sisters,2003,3.3,3,3.5
147,The Majestic,2001,1.1,2,2.5
880,The Man,2005,1.3,1.3,1
148,The Man Who Wasn't There,2001,2.9,2.8,3
698,The Manchurian Candidate,2004,3,2.8,3
1132,The Marine,2006,1.8,1.6,1.5
339,The Master of Disguise,2002,0.5,0.9,1.5
881,The Matador,2005,2.6,2.7,3
528,The Matrix Reloaded,2003,2.5,2.7,2.5
529,The Matrix Revolutions,2003,1.9,2.1,3
530,The Medallion,2003,1.5,1.6,2
3245,The Men Who Stare at Goats,2009,2.2,2.3,2
3246,The Merry Gentleman,2009,2.2,2.4,2.5
3247,The Messenger,2009,3.1,3,3
2863,The Messengers,2007,1.4,1.5,1.5
149,The Mexican,2001,1.7,2.2,2
531,The Missing,2003,2.2,2.4,3
2864,The Mist,2007,2.3,2.6,3
340,The Mothman Prophecies,2002,2.1,2.2,2
957,The Motorcycle Diaries,2004,3,3,3
150,The Mummy Returns,2001,1.9,2.1,2.5
3047,The Mummy: Tomb of the Dragon Emperor,2008,1.2,1.5,2
151,The Musketeer,2001,1.1,1.3,2
2865,The Namesake,2007,3.3,3,3
2794,The Nanny Diaries,2007,1.8,2,2
1133,The Nativity Story,2006,2.1,2.1,2.5
341,The New Guy,2002,1,1.2,1.5
882,The New World,2005,2.8,2.6,4
2539,The Next Best Thing,2000,1,1.4,1.5
1134,The Night Listener,2006,2,2.2,2.5
2540,The Ninth Gate,2000,1.8,2,2
699,The Notebook,2004,2.1,2.3,2
1135,The Notorious Bettie Page,2005,2.6,2.4,2.5
2866,The Number 23,2007,0,1.4,1.5
2682,The Oh in Ohio,2006,1.9,1.8,2
1136,The Omen,2006,1.7,1.8,2.5
152,The One,2001,1,1.6,2
532,The Order,2003,0.8,1.2,1
2867,The Orphanage,2007,3,2.9,3
153,The Others,2001,3,2.9,3
883,The Pacifier,2005,1.2,1.5,1.5
1137,The Painted Veil,2006,2.8,2.8,2
2542,The Patriot,2000,2.5,2.4,2.5
2868,The Perfect Holiday,2007,1.3,1.5,1.5
884,The Perfect Man,2005,1.1,1.3,1
701,The Perfect Score,2004,1.4,1.5,2.5
2543,The Perfect Storm,2000,2.4,2.2,2.5
702,The Phantom of the Opera,2004,1.6,2,2
342,The Pianist,2002,3.4,3.3,3.5
1138,The Pink Panther,2006,1.5,1.6,2
3248,The Pink Panther 2,2009,1.4,1.4,1.5
3049,The Pirates Who Don't Do Anything: A VeggieTales Movie,2008,2,1.9,2
154,The Pledge,2001,2.8,2.7,3
703,The Polar Express,2004,2.4,2.6,2.5
343,The Powerpuff Girls,2002,2.6,2.4,3
1139,The Prestige,2006,2.6,2.8,3
704,The Prince & Me,2004,1.9,1.9,1.5
3249,The Princess and the Frog,2009,2.9,2.9,3
155,The Princess Diaries,2001,2.1,2.1,2.5
705,The Princess Diaries 2: Royal Engagement,2004,1.7,1.8,2
2659,The Prize Winner of Defiance Ohio,2005,2.3,2.4,3
885,The Producers,2005,2.1,2.3,2.5
3250,The Proposal,2009,1.9,2.1,2.5
706,The Punisher,2004,1.3,1.8,2
1141,The Pursuit of Happyness,2006,2.6,2.6,2.5
1142,The Queen,2006,3.6,3.4,3
1143,The Quiet,2006,1.2,1.6,2
344,The Quiet American,2002,3.4,3.1,3
3050,The Reader,2008,2.3,2.5,2.5
2869,The Reaping,2007,1.4,1.4,1.5
533,The Recruit,2003,2.2,2.2,2.5
2544,The Replacements,2000,1.2,2,1.5
1144,The Return,2006,1.5,1.6,1.5
345,The Ring,2002,2.3,2.6,2.5
886,The Ring Two,2005,1.8,1.8,1.5
887,The Ringer,2005,1.8,1.9,1.5
3251,The Road,2009,2.6,2.8,2
2545,The Road to El Dorado,2000,2,2.2,2.5
3051,The Rocker,2008,2.1,2.1,2
346,The Rookie,2002,2.9,2.8,3.5
156,The Royal Tenenbaums,2001,3,2.9,3.5
3052,The Ruins,2008,1.8,2.2,1.5
347,The Rules of Attraction,2002,2,2.1,2
534,The Rundown,2003,2.4,2.6,2.5
348,The Salton Sea,2002,1.6,2.3,2
349,The Santa Clause 2,2002,1.9,2.2,2.5
1145,The Santa Clause 3: The Escape Clause,2006,1.3,1.5,1.5
2870,The Savages,2007,3.4,3,3.5
535,The School of Rock,2003,3.3,3.1,3
1146,The Science of Sleep,2006,2.8,2.6,2
157,The Score,2001,2.8,2.6,2.5
350,The Scorpion King,2002,1.8,2,2
707,The Sea Inside,2004,3,3,3
3053,The Secret Life of Bees,2008,2.3,2.4,3
2609,The Secret Lives of Dentists,2003,3,2.9,3
2871,The Seeker: The Dark is Rising,2007,1.5,1.6,1.5
1147,The Sentinel,2006,1.9,2,2.5
1148,The Shaggy Dog,2006,1.7,1.8,2
536,The Shape of Things,2003,2.4,2.5,2
158,The Shipping News,2001,1.9,2.3,2
2872,The Simpsons Movie,2007,3.2,3,4
537,The Singing Detective,2003,1.8,2,2.5
888,The Sisterhood of the Traveling Pants,2005,2.6,2.7,2.5
3054,The Sisterhood of the Traveling Pants 2,2008,2.5,2.4,2.5
889,The Skeleton Key,2005,1.9,2.1,2
2546,The Skulls,2000,1,1.2,1.5
3252,The Soloist,2009,2.4,2.4,2.5
3055,The Spiderwick Chronicles,2008,2.5,2.7,3
3056,The Spirit,2008,1.2,1.4,0
708,The SpongeBob SquarePants Movie,2004,2.6,2.5,2.5
890,The Squid and the Whale,2005,3.3,3.2,3
538,The Statement,2003,1.8,1.9,2
953,The Station Agent,2003,3.2,3.2,3
3254,The Stepfather,2009,1.3,1.4,1.5
709,The Stepford Wives,2004,1.7,1.9,2.5
3057,The Strangers,2008,1.9,2,2
351,The Sum of All Fears,2002,1.8,2.4,2.5
352,The Sweetest Thing,2002,1.3,1.7,2
159,The Tailor of Panama,2001,2.6,2.7,3.5
3255,The Taking of Pelham 1 2 3,2009,2.2,2.2,2.5
3030,The Tale of Despereaux,2008,2.1,2.2,1.5
710,The Terminal,2004,2.2,2.5,2
539,The Texas Chainsaw Massacre,2003,1.5,1.9,1
1149,The Texas Chainsaw Massacre: The Beginning,2006,1.2,1.4,0
2660,The Thing About My Folks,2005,1.9,2.2,2.5
891,The Three Burials of Melquiades Estrada,2005,3.1,3,4
2547,The Tigger Movie,2000,2.1,2.4,2.6
353,The Time Machine,2002,1.7,1.9,2
3256,The Time Traveler's Wife,2009,1.9,2,2.5
354,The Transporter,2002,2,2.2,2
540,The Triplets of Belleville,2003,3.6,3.3,4
2596,The Triumph of Love,2002,2.3,2.2,2
355,The Truth About Charlie,2002,2.2,1.9,2.5
356,The Tuxedo,2002,1.2,1.8,1.5
3258,The Ugly Truth,2009,1.1,1.5,0
3259,The Unborn,2009,1.2,1.3,1
3260,The Uninvited,2009,1.7,1.8,2.5
892,The Upside of Anger,2005,2.5,2.7,3
711,The Village,2004,1.8,2.2,2
3058,The Visitor,2008,3.2,3,3.5
2548,The Watcher,2000,0.9,1.4,2
